"time", "users", "average response time", "queries Per Second", "label", "queries", "rows read", "updates", "deletes", "inserts", "interval"
559, 10, 0, 0, "Jul 29, 2013 4:19:33 PM", 0, 0, 0, 0, 0, 1
560, 10, 1, 268, "Jul 29, 2013 4:19:35 PM", 268, 0, 31, 26, 19, 1
561, 10, 1, 736, "Jul 29, 2013 4:19:37 PM", 736, 0, 61, 66, 60, 1
562, 10, 1, 760, "Jul 29, 2013 4:19:39 PM", 760, 0, 69, 62, 74, 1
563, 10, 1, 11, "Jul 29, 2013 4:19:41 PM", 11, 0, 2, 2, 5, 1
564, 10, 0, 0, "Jul 29, 2013 4:19:43 PM", 0, 0, 0, 0, 0, 1
565, 10, 3, 195, "Jul 29, 2013 4:19:45 PM", 195, 31660, 20, 27, 27, 1
566, 10, 5, 584, "Jul 29, 2013 4:19:47 PM", 584, 104954, 57, 59, 59, 1
567, 10, 4, 580, "Jul 29, 2013 4:19:49 PM", 580, 114085, 54, 52, 51, 1
568, 10, 1, 5, "Jul 29, 2013 4:19:51 PM", 5, 0, 0, 0, 1, 1
569, 10, 0, 0, "Jul 29, 2013 4:19:53 PM", 0, 0, 0, 0, 0, 1
570, 10, 6, 209, "Jul 29, 2013 4:19:55 PM", 209, 47669, 34, 31, 45, 1
571, 10, 9, 473, "Jul 29, 2013 4:19:57 PM", 473, 155180, 67, 56, 56, 1
572, 10, 9, 422, "Jul 29, 2013 4:19:59 PM", 422, 140968, 64, 60, 68, 1
573, 10, 2, 1, "Jul 29, 2013 4:20:01 PM", 1, 0, 0, 0, 0, 1
574, 10, 0, 0, "Jul 29, 2013 4:20:03 PM", 0, 0, 0, 0, 0, 1
575, 10, 1, 392, "Jul 29, 2013 4:20:05 PM", 392, 0, 43, 38, 38, 1
576, 10, 1, 749, "Jul 29, 2013 4:20:07 PM", 749, 6, 66, 80, 67, 1
577, 10, 1, 723, "Jul 29, 2013 4:20:09 PM", 723, 0, 68, 44, 55, 1
578, 10, 0, 0, "Jul 29, 2013 4:20:11 PM", 0, 0, 0, 0, 0, 1
579, 10, 0, 0, "Jul 29, 2013 4:20:13 PM", 0, 0, 0, 0, 0, 1
580, 10, 3, 226, "Jul 29, 2013 4:20:15 PM", 226, 40217, 34, 31, 33, 1
581, 10, 4, 602, "Jul 29, 2013 4:20:17 PM", 602, 113514, 67, 58, 65, 1
582, 10, 4, 578, "Jul 29, 2013 4:20:19 PM", 578, 127715, 62, 63, 62, 1
583, 10, 0, 0, "Jul 29, 2013 4:20:21 PM", 0, 0, 0, 0, 0, 1
584, 10, 0, 0, "Jul 29, 2013 4:20:23 PM", 0, 0, 0, 0, 0, 1
585, 10, 8, 298, "Jul 29, 2013 4:20:25 PM", 298, 100080, 41, 49, 38, 1
586, 10, 9, 463, "Jul 29, 2013 4:20:27 PM", 463, 136282, 58, 58, 56, 1
587, 10, 10, 419, "Jul 29, 2013 4:20:29 PM", 419, 152497, 50, 50, 50, 1
588, 10, 0, 0, "Jul 29, 2013 4:20:31 PM", 0, 0, 0, 0, 0, 1
589, 10, 0, 0, "Jul 29, 2013 4:20:33 PM", 0, 0, 0, 0, 0, 1
590, 10, 1, 522, "Jul 29, 2013 4:20:35 PM", 522, 0, 47, 50, 48, 1
591, 10, 2, 746, "Jul 29, 2013 4:20:37 PM", 746, 0, 66, 52, 70, 1
592, 10, 1, 686, "Jul 29, 2013 4:20:39 PM", 686, 0, 64, 50, 58, 1
593, 10, 0, 0, "Jul 29, 2013 4:20:41 PM", 0, 0, 0, 0, 0, 1
594, 10, 0, 0, "Jul 29, 2013 4:20:43 PM", 0, 0, 0, 0, 0, 1
595, 10, 4, 378, "Jul 29, 2013 4:20:45 PM", 378, 79896, 39, 40, 38, 1
596, 10, 4, 628, "Jul 29, 2013 4:20:47 PM", 628, 110569, 65, 62, 69, 1
597, 10, 4, 526, "Jul 29, 2013 4:20:49 PM", 526, 128032, 51, 50, 39, 1
598, 10, 0, 0, "Jul 29, 2013 4:20:51 PM", 0, 0, 0, 0, 0, 1
599, 10, 0, 0, "Jul 29, 2013 4:20:53 PM", 0, 0, 0, 0, 0, 1
600, 10, 7, 332, "Jul 29, 2013 4:20:55 PM", 332, 121335, 44, 47, 41, 1
600, 10, 3, 2147483647, "Total", 374857, 62385713, 38060, 38235, 37740, 0
